id,sku,field,existing_value,archive_value,final_value,reason
product-009031,009031,title,Pair of Italian Rococo Fruitwood Putti Figures,Pair of Italian Rococo Fruitwood Putti Figures,Pair of Italian Rococo Fruitwood Putti Figures,unchanged-same
product-009031,009031,description,PAIR of hanging Italian Rococo (19th Cent) fruitwood carved putti figures wearing drape..,PAIR of hanging Italian Rococo (19th Cent) fruitwood carved putti figures wearing drape..,PAIR of hanging Italian Rococo (19th Cent) fruitwood carved putti figures wearing drape..,unchanged-same
product-009031,009031,dimensions,,,,both-empty
product-009031,009031,price,"$4,500","$4,500","$4,500",unchanged-same
product-009031,009031,material,,"Carved, fruitwood, wood","Carved, fruitwood, wood",filled-from-archive
product-009031,009031,style,Italian,Italian,Italian,unchanged-same
product-009031,009031,period,,,,both-empty
product-009031,009031,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-sil078,SIL078,title,Italian Rococo Servant Figure,Italian Rococo Servant Figure,Italian Rococo Servant Figure,unchanged-same
product-sil078,SIL078,description,Italian Rococo style (19th Cent) figure of 18th Century dressed servant hold a tray (as is).,Italian Rococo style (19th Cent) figure of 18th Century dressed servant hold a tray (as is).,Italian Rococo style (19th Cent) figure of 18th Century dressed servant hold a tray (as is).,unchanged-same
product-sil078,SIL078,dimensions,,,,both-empty
product-sil078,SIL078,price,"$4,500","$4,500","$4,500",unchanged-same
product-sil078,SIL078,material,,Metal,Metal,filled-from-archive
product-sil078,SIL078,style,Italian,Italian,Italian,unchanged-same
product-sil078,SIL078,period,,,,both-empty
product-sil078,SIL078,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-tur012,TUR012,title,Pair of Italian Venetian Majolica Harlequin Figures,Pair of Italian Venetian Majolica Harlequin Figures,Pair of Italian Venetian Majolica Harlequin Figures,unchanged-same
product-tur012,TUR012,description,"PAIR of Italian Venetian style (19/20th Cent) Majolica porcelain male and female harlequin figures each wearing a top hat, striped pants and a red shirt (minor repairs).","PAIR of Italian Venetian style (19/20th Cent) Majolica porcelain male and female harlequin figures each wearing a top hat, striped pants and a red shirt (minor repairs).","PAIR of Italian Venetian style (19/20th Cent) Majolica porcelain male and female harlequin figures each wearing a top hat, striped pants and a red shirt (minor repairs).",unchanged-same
product-tur012,TUR012,dimensions,,,,both-empty
product-tur012,TUR012,price,"$18,500","$18,500","$18,500",unchanged-same
product-tur012,TUR012,material,,Porcelain,Porcelain,filled-from-archive
product-tur012,TUR012,style,Italian,Italian,Italian,unchanged-same
product-tur012,TUR012,period,,,,both-empty
product-tur012,TUR012,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-064611,064611,title,Italian Venetian Murano Gold Dusted Glass Chandelier,Italian Venetian Murano Gold Dusted Glass Chandelier,Italian Venetian Murano Gold Dusted Glass Chandelier,unchanged-same
product-064611,064611,description,Italian Venetian Murano gold dusted glass 6 scroll & swirl design arm chandelier with applied trim and 6 separate flowers & leaves with a finial bottom..,Italian Venetian Murano gold dusted glass 6 scroll & swirl design arm chandelier with applied trim and 6 separate flowers & leaves with a finial bottom..,Italian Venetian Murano gold dusted glass 6 scroll & swirl design arm chandelier with applied trim and 6 separate flowers & leaves with a finial bottom..,unchanged-same
product-064611,064611,dimensions,,,,both-empty
product-064611,064611,price,"$14,750","$14,750","$14,750",unchanged-same
product-064611,064611,material,,"Glass, gold","Glass, gold",filled-from-archive
product-064611,064611,style,Italian,Italian,Italian,unchanged-same
product-064611,064611,period,,,,both-empty
product-064611,064611,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-reg3635,REG3635,title,Pair of Italian Venetian Polychromed Figures,Pair of Italian Venetian Polychromed Figures,Pair of Italian Venetian Polychromed Figures,unchanged-same
product-reg3635,REG3635,description,PAIR of Italian Venetian painted figures of young pages with polychromed blue shirts & red shorts and feathered headdress candle stand and supported on an 8 sided ebonized base..,PAIR of Italian Venetian painted figures of young pages with polychromed blue shirts & red shorts and feathered headdress candle stand and supported on an 8 sided ebonized base..,PAIR of Italian Venetian painted figures of young pages with polychromed blue shirts & red shorts and feathered headdress candle stand and supported on an 8 sided ebonized base..,unchanged-same
product-reg3635,REG3635,dimensions,,,,both-empty
product-reg3635,REG3635,price,"$18,500","$18,500","$18,500",unchanged-same
product-reg3635,REG3635,material,,,,both-empty
product-reg3635,REG3635,style,Italian,Italian,Italian,unchanged-same
product-reg3635,REG3635,period,,,,both-empty
product-reg3635,REG3635,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-051125,051125,title,Pair of Japanese Bronze Elephant Pagoda Figures,Pair of Japanese Bronze Elephant Pagoda Figures,Pair of Japanese Bronze Elephant Pagoda Figures,unchanged-same
product-051125,051125,description,PAIR of Asian Japanese style (19th Century) bronze elephant figures supporting a serpent topped three tier pagoda. (PRICED AS PAIR).,PAIR of Asian Japanese style (19th Century) bronze elephant figures supporting a serpent topped three tier pagoda. (PRICED AS PAIR).,PAIR of Asian Japanese style (19th Century) bronze elephant figures supporting a serpent topped three tier pagoda. (PRICED AS PAIR).,unchanged-same
product-051125,051125,dimensions,,,,both-empty
product-051125,051125,price,"$54,000","$54,000","$54,000",unchanged-same
product-051125,051125,material,,"Bronze, metal","Bronze, metal",filled-from-archive
product-051125,051125,style,Asian,Asian,Asian,unchanged-same
product-051125,051125,period,,,,both-empty
product-051125,051125,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-030152b,030152B,title,Pair of Javanese Carved Teak Figures,Pair of Javanese Carved Teak Figures,Pair of Javanese Carved Teak Figures,unchanged-same
product-030152b,030152B,description,PAIR of Asian Javanese (19/20th Cent) carved teak large figures with drape over shoulder and sword..,PAIR of Asian Javanese (19/20th Cent) carved teak large figures with drape over shoulder and sword..,PAIR of Asian Javanese (19/20th Cent) carved teak large figures with drape over shoulder and sword..,unchanged-same
product-030152b,030152B,dimensions,,,,both-empty
product-030152b,030152B,price,"$21,500","$21,500","$21,500",unchanged-same
product-030152b,030152B,material,,"Carved, teak","Carved, teak",filled-from-archive
product-030152b,030152B,style,Asian,Asian,Asian,unchanged-same
product-030152b,030152B,period,,,,both-empty
product-030152b,030152B,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-nwl7418,NWL7418,title,Judaica Silver Plated Ceremonial Kiddush Cup,Judaica Silver Plated Ceremonial Kiddush Cup,Judaica Silver Plated Ceremonial Kiddush Cup,unchanged-same
product-nwl7418,NWL7418,description,SET of 6 Vintage silver plated ceremonial cups with Hebrew inscribed banding (PRICED AS SET).,SET of 6 Vintage silver plated ceremonial cups with Hebrew inscribed banding (PRICED AS SET).,SET of 6 Vintage silver plated ceremonial cups with Hebrew inscribed banding (PRICED AS SET).,unchanged-same
product-nwl7418,NWL7418,dimensions,,,,both-empty
product-nwl7418,NWL7418,price,$450,$450,$450,unchanged-same
product-nwl7418,NWL7418,material,,Silver,Silver,filled-from-archive
product-nwl7418,NWL7418,style,Mid-Century,Mid-Century,Mid-Century,unchanged-same
product-nwl7418,NWL7418,period,,,,both-empty
product-nwl7418,NWL7418,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-nwl6048,NWL6048,title,American Contemporary Karl Springer Style Goatskin Parchment and Shagreen Armchair,American Contemporary Karl Springer Style Goatskin Parchment and Shagreen Armchair,American Contemporary Karl Springer Style Goatskin Parchment and Shagreen Armchair,unchanged-same
product-nwl6048,NWL6048,description,"American Mid-Century style ""Onassis"" armchair with a curved back frame of lacquered goatskin with a brown shagreen seat cushion (Style of KARL SPRINGER).","American Mid-Century style ""Onassis"" armchair with a curved back frame of lacquered goatskin with a brown shagreen seat cushion (Style of KARL SPRINGER).","American Mid-Century style ""Onassis"" armchair with a curved back frame of lacquered goatskin with a brown shagreen seat cushion (Style of KARL SPRINGER).",unchanged-same
product-nwl6048,NWL6048,dimensions,,,,both-empty
product-nwl6048,NWL6048,price,"$3,500","$3,500","$3,500",unchanged-same
product-nwl6048,NWL6048,material,,"Parchment, shagreen","Parchment, shagreen",filled-from-archive
product-nwl6048,NWL6048,style,"Mid-Century, Contemporary/Post-War Design","Mid-Century, Contemporary/Post-War Design","Mid-Century, Contemporary/Post-War Design",unchanged-same
product-nwl6048,NWL6048,period,,,,both-empty
product-nwl6048,NWL6048,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-duf0447a,DUF0447A,title,"Pair of Katavolos, Littell & Kelley for Laverne Mid-Century Chrome and Leather Sling Lounge Chairs","Pair of Katavolos, Littell & Kelley for Laverne Mid-Century Chrome and Leather Sling Lounge Chairs","Pair of Katavolos, Littell & Kelley for Laverne Mid-Century Chrome and Leather Sling Lounge Chairs",unchanged-same
product-duf0447a,DUF0447A,description,"PAIR of Mid-Century Modern sling lounge chairs with polished chrome frames with an X-shaped stretcher beneath a leather sling seat and back. (KATAVOLOS, LITTELL, & KELLEY FOR LAVERNE)( PRICED AS PAIR).","PAIR of Mid-Century Modern sling lounge chairs with polished chrome frames with an X-shaped stretcher beneath a leather sling seat and back. (KATAVOLOS, LITTELL, & KELLEY FOR LAVERNE)( PRICED AS PAIR).","PAIR of Mid-Century Modern sling lounge chairs with polished chrome frames with an X-shaped stretcher beneath a leather sling seat and back. (KATAVOLOS, LITTELL, & KELLEY FOR LAVERNE)( PRICED AS PAIR).",unchanged-same
product-duf0447a,DUF0447A,dimensions,,,,both-empty
product-duf0447a,DUF0447A,price,"$14,000","$14,000","$14,000",unchanged-same
product-duf0447a,DUF0447A,material,,"Chrome, leather, metal","Chrome, leather, metal",filled-from-archive
product-duf0447a,DUF0447A,style,Mid-Century,Mid-Century,Mid-Century,unchanged-same
product-duf0447a,DUF0447A,period,,,,both-empty
product-duf0447a,DUF0447A,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-mto011,MTO011,title,Customizable Modern Blue Lacquer Greek Key Design Wall Mirror,Customizable Modern Blue Lacquer Greek Key Design Wall Mirror,Customizable Modern Blue Lacquer Greek Key Design Wall Mirror,unchanged-same
product-mto011,MTO011,description,Italian Neoclassic-style (21st Century) blue painted lacquer wall mirror with a parcel gilt Greek key design frame. (CAN BE MADE IN CUSTOM SIZE AND COLOR) (PRICED EACH),Italian Neoclassic-style (21st Century) blue painted lacquer wall mirror with a parcel gilt Greek key design frame. (CAN BE MADE IN CUSTOM SIZE AND COLOR) (PRICED EACH),Italian Neoclassic-style (21st Century) blue painted lacquer wall mirror with a parcel gilt Greek key design frame. (CAN BE MADE IN CUSTOM SIZE AND COLOR) (PRICED EACH),unchanged-same
product-mto011,MTO011,dimensions,(standard shown — adjust as needed),(standard shown — adjust as needed),(standard shown — adjust as needed),unchanged-same
product-mto011,MTO011,price,,,,both-empty
product-mto011,MTO011,material,,"Lacquered, wood","Lacquered, wood",filled-from-archive
product-mto011,MTO011,style,Contemporary/Post-War Design,Contemporary/Post-War Design,Contemporary/Post-War Design,unchanged-same
product-mto011,MTO011,period,,,,both-empty
product-mto011,MTO011,availability,,,,both-empty
product-mto60396,MTO60396,title,French 1940s style Modern Mahogany Veneered Console Table,French 1940s style Modern Mahogany Veneered Console Table,French 1940s style Modern Mahogany Veneered Console Table,unchanged-same
product-mto60396,MTO60396,description,"French 1940s-style (modern) mahogany veneered console tables with a rounded rectangular top on a pair of ""L"" form legs and stretcher with bronze trim (manner of MAXIM OLD) (PRICED EACH) (Reynolds Antique House MODERN COLLECTION)","French 1940s-style (modern) mahogany veneered console tables with a rounded rectangular top on a pair of ""L"" form legs and stretcher with bronze trim (manner of MAXIM OLD) (PRICED EACH) (NEWEL MODERN COLLECTION)","French 1940s-style (modern) mahogany veneered console tables with a rounded rectangular top on a pair of ""L"" form legs and stretcher with bronze trim (manner of MAXIM OLD) (PRICED EACH) (Reynolds Antique House MODERN COLLECTION)",kept-existing
